WKL13524.1	iSynCJ816.SGL_RS03920	68.4	196	58	1	17	212	5	196	7.78e-88	257
WKL13524.1	iYS854.USA300HOU_RS12405	62.7	201	71	1	17	217	4	200	6.89e-86	252
WKL13524.1	iIT341.HP0068	59.5	200	77	1	18	217	2	197	1.93e-84	248
WKL13526.1	iJN1463.PP_2848	37.8	233	122	3	15	238	6	224	1.43e-36	128
WKL13528.1	iJN1463.PP_2845	70.3	580	159	2	1	580	1	567	3.36e-300	825
WKL13528.1	iSynCJ816.SGL_RS04480	71.2	577	154	2	4	580	5	569	8.46e-299	821
WKL13528.1	iCN718.ABAYE_RS13870	70.0	577	160	2	4	580	3	566	2.26e-293	807
WKL13528.1	iYL1228.KPN_03467	69.1	580	166	2	1	580	1	567	1.92e-292	805
WKL13529.1	iYL1228.KPN_04320	31.0	126	74	4	13	132	14	132	5.89e-07	48.1
WKL13529.1	iML1515.b3824	29.4	126	76	4	13	132	14	132	5.01e-06	45.4
WKL13529.1	iSbBS512_1146.SbBS512_E4291	29.4	126	76	4	13	132	14	132	5.01e-06	45.4
WKL13530.1	iSynCJ816.SGL_RS11790	62.4	101	38	0	1	101	1	101	2.35e-40	129
WKL13530.1	iYL1228.KPN_03466	62.4	101	38	0	1	101	1	101	4.37e-39	125
WKL13530.1	iCN718.ABAYE_RS13875	59.4	101	41	0	1	101	1	101	3.18e-38	123
WKL13530.1	iIT341.HP0073	52.6	97	46	0	1	97	106	202	3.61e-34	117
WKL13530.1	iJN1463.PP_2844	55.2	105	47	0	1	105	1	105	1.34e-35	117
WKL13531.1	iJN1463.PP_2847	39.1	128	65	3	17	144	12	126	1.14e-08	52.4
WKL13532.1	iYL1228.KPN_03465	83.8	99	16	0	1	99	1	99	1.16e-56	169
WKL13532.1	iJN1463.PP_2843	83.8	99	16	0	1	99	1	99	4.56e-54	163
WKL13532.1	iSynCJ816.SGL_RS08455	75.8	99	24	0	1	99	1	99	1.25e-51	157
WKL13533.1	STM_v1_0.STM0364	21.1	702	482	24	26	682	10	684	3.67e-09	59.7
WKL13533.1	iSDY_1059.SDY_0166	20.4	652	433	21	90	677	95	724	1.96e-08	57.4
WKL13533.1	iML1515.b0150	20.6	652	432	22	90	677	95	724	2.58e-08	57.0
WKL13533.1	iSF_1195.SF0142	20.4	652	433	22	90	677	95	724	1.02e-07	55.1
WKL13536.1	iYL1228.KPN_01661	37.5	96	57	1	8	100	232	327	7.06e-15	67.8
WKL13536.1	iJN1463.PP_3737	44.4	72	37	2	32	100	245	316	2.25e-13	63.5
WKL13537.1	iJN1463.PP_3720	37.1	124	61	2	1	108	3	125	6.63e-20	83.6
WKL13538.1	iSynCJ816.SGL_RS06770	34.5	394	241	9	28	411	46	432	2.16e-50	176
WKL13540.1	iAF987.Gmet_1659	29.3	239	151	7	26	262	16	238	3.45e-18	81.3
WKL13541.1	iJN1463.PP_0209	47.6	233	118	2	28	260	28	256	7.15e-64	201
WKL13541.1	iAF987.Gmet_1899	44.1	245	127	5	14	254	7	245	4.22e-58	186
WKL13542.1	iCN900.CD630_19800	28.6	227	158	1	45	271	9	231	7.15e-25	100
WKL13543.1	iSynCJ816.SGL_RS09800	40.5	432	247	5	20	450	15	437	8.27e-100	305
WKL13544.1	iJN1463.PP_4841	79.4	407	82	2	9	415	11	415	2.80e-236	650
WKL13545.1	iJN1463.PP_4842	55.9	431	187	2	105	533	63	492	1.88e-136	404
WKL13546.1	iJN1463.PP_4843	65.1	332	113	3	28	358	23	352	2.22e-151	432
WKL13547.1	iJN1463.PP_4844	71.5	249	71	0	43	291	37	285	2.79e-120	345
WKL13548.1	iJN1463.PP_4845	68.1	232	72	1	1	230	1	232	1.04e-108	311
WKL13549.1	iSSON_1240.SSON_0346	38.6	290	159	7	23	305	1	278	2.10e-58	189
WKL13549.1	iML1515.b0368	38.6	290	159	7	23	305	1	278	4.19e-58	188
WKL13549.1	iSDY_1059.SDY_0502	38.3	290	160	7	23	305	1	278	8.33e-58	187
WKL13549.1	iSF_1195.SF0250	38.3	290	160	7	23	305	1	278	1.30e-56	184
WKL13549.1	iYL1228.KPN_00314	36.3	289	167	6	23	305	1	278	3.18e-54	178
WKL13549.1	iJN1463.PP_0230	36.5	285	164	5	27	305	3	276	7.51e-54	177
WKL13550.1	STM_v1_0.STM2786	29.5	258	179	2	52	306	29	286	4.23e-32	122
WKL13550.1	iJN1463.PP_1418	27.8	299	212	3	50	344	27	325	1.57e-29	115
WKL13551.1	iJN1463.PP_2842	34.2	278	161	8	3	275	16	276	1.63e-39	138
WKL13553.1	iJN1463.PP_3737	36.7	300	183	5	479	774	13	309	5.59e-55	191
WKL13553.1	iYL1228.KPN_01661	36.1	296	179	7	483	771	25	317	3.11e-50	179
WKL13558.1	iML1515.b0347	26.6	533	354	9	27	537	4	521	5.08e-38	147
WKL13558.1	iSSON_1240.SSON_0297	26.6	533	354	9	27	537	4	521	5.08e-38	147
WKL13558.1	iYL1228.KPN_02122	26.1	482	323	9	41	505	18	483	2.02e-34	136
WKL13561.1	iAF987.Gmet_0069	29.0	107	73	2	3	107	2	107	9.92e-05	42.0
WKL13561.1	iAF987.Gmet_1919	27.2	103	72	2	5	107	4	103	1.05e-04	42.0
WKL13561.1	iEK1008.Rv0386	40.4	52	31	0	149	200	1027	1078	4.44e-04	40.4
WKL13561.1	iAF987.Gmet_2999	27.9	104	70	3	6	107	10	110	4.63e-04	40.0
WKL13565.1	iAF987.Gmet_3085	27.1	144	91	5	362	499	207	342	5.28e-04	43.5
WKL13566.1	iCN718.ABAYE_RS07220	68.1	429	136	1	3	431	5	432	5.44e-196	549
WKL13568.1	iYS854.USA300HOU_RS13340	35.0	531	298	8	21	521	10	523	9.13e-90	286
WKL13582.1	iML1515.b2700	48.4	155	79	1	5	158	3	157	2.05e-42	139
WKL13582.1	iJN1463.PP_1628	48.7	152	78	0	8	159	4	155	3.75e-39	130
WKL13583.1	iJN1463.PP_0520	47.2	142	64	5	43	182	19	151	5.98e-32	113
WKL13583.1	iPC815.YPO3179	41.6	161	76	5	42	196	10	158	2.02e-31	111
WKL13583.1	iYL1228.KPN_00370	41.3	155	83	4	42	195	1	148	6.01e-29	105
WKL13583.1	iML1515.b0418	41.5	142	75	4	42	182	17	151	2.66e-28	103
WKL13583.1	iSbBS512_1146.SbBS512_E0339	41.5	142	75	4	42	182	17	151	2.66e-28	103
WKL13583.1	iSDY_1059.SDY_0316	40.8	147	69	5	42	182	17	151	2.59e-28	103
WKL13583.1	iSSON_1240.SSON_0395	41.5	142	75	4	42	182	17	151	2.66e-28	103
WKL13583.1	STM_v1_0.STM0420	43.0	142	73	4	42	182	17	151	3.65e-28	103
WKL13583.1	iSF_1195.SF0355	40.8	142	76	4	42	182	17	151	1.05e-27	102
WKL13585.1	STM_v1_0.STM0419	45.6	333	156	8	2	323	4	322	9.02e-79	243
WKL13585.1	iSF_1195.SF0354	44.4	331	163	7	2	323	4	322	3.25e-76	236
WKL13585.1	iSSON_1240.SSON_0394	44.4	331	163	7	2	323	4	322	3.25e-76	236
WKL13585.1	iML1515.b0417	44.4	331	163	7	2	323	4	322	6.50e-76	235
WKL13585.1	iSbBS512_1146.SbBS512_E0338	44.4	331	163	7	2	323	4	322	6.50e-76	235
WKL13585.1	iSDY_1059.SDY_0317	43.3	330	168	5	2	323	4	322	1.04e-74	232
WKL13585.1	iYL1228.KPN_00369	45.6	331	159	7	2	323	4	322	1.95e-74	231
WKL13585.1	iPC815.YPO3180	43.3	326	174	3	2	323	4	322	6.59e-74	230
WKL13585.1	iJN1463.PP_0519	44.8	330	163	5	1	323	1	318	8.51e-73	227
WKL13588.1	iPC815.YPO0155	67.6	222	67	1	5	226	4	220	8.96e-105	301
WKL13588.1	iCN718.ABAYE_RS15510	66.4	226	71	1	1	226	1	221	5.72e-104	299
WKL13588.1	iJN1463.PP_0415	66.2	222	70	1	5	226	4	220	9.54e-102	293
WKL13588.1	iYL1228.KPN_03757	65.8	222	71	1	5	226	4	220	1.99e-101	293
WKL13588.1	STM_v1_0.STM3483	65.3	222	72	1	5	226	4	220	4.65e-100	289
WKL13588.1	iML1515.b3386	64.0	222	75	1	5	226	4	220	2.54e-97	282
WKL13588.1	iSbBS512_1146.SbBS512_E3763	64.0	222	75	1	5	226	4	220	2.54e-97	282
WKL13588.1	iSF_1195.SF3404	64.0	222	75	1	5	226	4	220	2.54e-97	282
WKL13588.1	iSSON_1240.SSON_3517	64.0	222	75	1	5	226	4	220	2.54e-97	282
WKL13588.1	iSDY_1059.SDY_3693	64.0	222	75	1	5	226	4	220	1.46e-96	280
WKL13588.1	iLB1027_lipid.PHATRDRAFT_53935	63.3	226	74	2	5	226	39	259	3.87e-95	278
WKL13589.1	iCN718.ABAYE_RS17405	38.9	221	129	2	9	226	4	221	2.26e-47	155
WKL13589.1	iJN1463.PP_0416	40.7	214	120	3	17	226	16	226	2.47e-43	146
WKL13590.1	iYO844.BSU37500	33.0	282	175	5	144	421	5	276	3.59e-51	173
WKL13592.1	iJN1463.PP_0417	55.5	501	197	7	6	496	5	489	4.06e-180	514
WKL13594.1	iAF987.Gmet_2496	68.3	189	56	1	3	191	2	186	2.29e-88	257
WKL13594.1	iJN1463.PP_0420	66.2	195	57	3	3	192	2	192	2.46e-87	254
WKL13594.1	iCN718.ABAYE_RS06050	64.4	194	60	4	3	191	2	191	2.00e-83	244
WKL13594.1	STM_v1_0.STM3469	61.7	188	68	1	3	190	2	185	2.25e-83	244
WKL13594.1	iYL1228.KPN_03746	62.2	188	67	1	3	190	2	185	5.79e-79	233
WKL13596.1	iJN1463.PP_0422	55.5	263	112	2	4	265	6	264	1.24e-88	264
WKL13596.1	iCN718.ABAYE_RS06030	52.5	263	116	3	4	265	8	262	5.25e-83	249
WKL13601.1	iJN1463.PP_0832	55.6	356	133	6	10	360	3	338	1.79e-120	351
WKL13603.1	iYS854.USA300HOU_RS11550	30.5	141	97	1	36	176	7	146	3.88e-14	65.9
WKL13604.1	iYS854.USA300HOU_RS07240	33.3	135	89	1	117	250	54	188	6.01e-12	63.2
WKL13604.1	iSynCJ816.SGL_RS14980	35.4	127	78	3	138	262	106	230	3.32e-11	61.6
WKL13605.1	STM_v1_0.STM4234	44.5	281	156	0	10	290	7	287	4.87e-75	231
WKL13605.1	iJN1463.PP_5318	45.3	278	152	0	16	293	19	296	4.70e-74	228
WKL13605.1	iYL1228.KPN_04428	42.3	284	158	2	10	290	7	287	4.17e-73	226
WKL13605.1	iPC815.YPO0311	41.7	283	159	2	11	290	8	287	7.78e-68	212
WKL13605.1	iCN718.ABAYE_RS06075	40.8	292	170	2	1	290	1	291	1.24e-67	212
WKL13605.1	iML1515.b4040	41.3	281	165	0	10	290	7	287	2.34e-67	211
WKL13605.1	iSbBS512_1146.SbBS512_E4557	41.3	281	165	0	10	290	7	287	2.34e-67	211
WKL13605.1	iSDY_1059.SDY_4534	41.3	281	165	0	10	290	7	287	2.34e-67	211
WKL13605.1	iSSON_1240.SSON_4220	41.3	281	165	0	10	290	7	287	2.34e-67	211
WKL13605.1	iSF_1195.SF4165	40.9	281	166	0	10	290	7	287	1.87e-66	209
WKL13606.1	iJN1463.PP_5095	43.1	267	151	1	14	279	6	272	2.25e-59	189
WKL13606.1	iCN718.ABAYE_RS15715	40.7	270	159	1	7	276	2	270	8.92e-54	175
WKL13608.1	iYL1228.KPN_00909	64.6	229	79	1	6	232	3	231	3.91e-97	282
WKL13608.1	iSbBS512_1146.SbBS512_E2456	64.6	229	79	1	6	232	3	231	3.20e-96	280
WKL13608.1	iML1515.b0875	64.6	229	79	1	6	232	3	231	4.53e-96	280
WKL13608.1	iSF_1195.SF0832	64.6	229	79	1	6	232	3	231	4.53e-96	280
WKL13609.1	iAF987.Gmet_1676	61.8	489	183	1	4	492	3	487	1.51e-212	596
WKL13609.1	iLJ478.TM1430	57.8	481	199	1	4	484	3	479	5.50e-202	569
WKL13612.1	iAF987.Gmet_1677	49.7	529	241	6	11	528	2	516	3.04e-163	473
WKL13612.1	iNF517.LLMG_RS05575	47.4	532	259	7	8	527	1	523	3.95e-158	460
WKL13629.1	iYO844.BSU07570	41.4	485	262	6	19	501	14	478	2.06e-124	371
WKL13629.1	iYS854.USA300HOU_RS14620	40.3	476	262	7	29	500	14	471	1.41e-114	346
WKL13632.1	iEK1008.Rv0132c	27.9	190	117	8	18	190	41	227	1.87e-04	42.7
WKL13633.1	iEK1008.Rv1281c	41.4	606	278	8	19	550	2	604	7.93e-129	389
WKL13633.1	iJN1463.PP_4150	44.0	534	281	8	21	548	6	527	1.86e-121	368
WKL13633.1	iYL1228.KPN_00862	41.9	556	295	8	21	550	12	565	2.40e-116	357
WKL13633.1	iYS854.USA300HOU_RS01050	37.0	533	321	6	21	549	4	525	2.25e-115	352
WKL13634.1	iML1515.b1485	37.3	255	156	3	50	302	30	282	1.68e-52	174
WKL13634.1	iSSON_1240.SSON_1639	37.3	255	156	3	50	302	30	282	1.68e-52	174
WKL13634.1	iSbBS512_1146.SbBS512_E1748	36.9	255	153	4	50	302	30	278	1.01e-49	166
WKL13634.1	iJN1463.PP_0880	44.0	207	116	0	96	302	87	293	4.08e-49	165
WKL13635.1	STM_v1_0.STM0850	35.6	306	194	2	5	310	4	306	2.69e-47	160
WKL13635.1	iSSON_1240.SSON_0813	34.2	307	197	2	5	310	4	306	5.76e-46	157
WKL13635.1	iML1515.b0831	33.7	306	200	2	5	310	4	306	8.09e-46	157
WKL13635.1	iSDY_1059.SDY_0756	33.7	306	200	2	5	310	4	306	8.09e-46	157
WKL13635.1	iSF_1195.SF0781	33.7	306	200	2	5	310	4	306	1.60e-45	156
WKL13635.1	iYL1228.KPN_00864	36.7	286	178	2	25	310	24	306	3.16e-45	155
WKL13635.1	iSbBS512_1146.SbBS512_E2517	33.3	306	201	2	5	310	4	306	1.23e-44	154
WKL13636.1	iJN1463.PP_3342	26.6	518	325	19	33	536	12	488	1.12e-30	125
WKL13636.1	iSbBS512_1146.SbBS512_E2518	26.7	371	245	7	82	448	44	391	3.64e-29	120
WKL13636.1	iSDY_1059.SDY_0757	26.7	371	245	7	82	448	44	391	3.64e-29	120
WKL13636.1	iML1515.b0830	26.7	371	245	7	82	448	44	391	4.90e-29	120
WKL13636.1	iYL1228.KPN_00863	25.8	481	293	18	82	539	44	483	6.66e-29	120
WKL13636.1	iSSON_1240.SSON_0812	26.4	371	246	7	82	448	44	391	1.20e-28	119
WKL13636.1	STM_v1_0.STM0849	26.1	371	247	7	82	448	44	391	1.61e-28	119
WKL13636.1	iYL1228.KPN_03899	25.3	526	325	18	37	531	1	489	3.26e-28	118
WKL13636.1	iSF_1195.SF0780	26.1	371	247	7	82	448	44	391	3.93e-28	117
WKL13636.1	iPC815.YPO4003	25.0	504	315	17	59	531	27	498	1.19e-26	113
WKL13639.1	iSbBS512_1146.SbBS512_E0599	27.1	225	142	8	9	232	7	210	9.05e-09	57.0
WKL13639.1	iML1515.b0650	26.8	224	142	8	10	232	8	210	2.10e-08	55.8
WKL13639.1	iSSON_1240.SSON_0604	26.8	224	142	8	10	232	8	210	2.10e-08	55.8
WKL13639.1	STM_v1_0.STM0659	27.9	226	137	9	10	232	8	210	8.59e-08	53.9
WKL13642.1	iJN1463.PP_1323	44.4	198	107	1	2	199	1	195	5.01e-47	152
WKL13644.1	iNF517.LLMG_RS12530	39.0	282	170	1	19	300	4	283	6.37e-65	205
WKL13647.1	iCN900.CD630_26230	31.0	239	156	3	1	238	4	234	4.21e-32	117
WKL13647.1	iIS312.TCDM_08914	38.7	243	123	9	5	240	20	243	1.66e-31	115
WKL13647.1	iMM1415.114863	33.2	247	140	9	8	239	17	253	4.25e-29	110
WKL13648.1	iML1515.b3458	22.1	358	252	11	6	356	4	341	6.32e-13	69.3
WKL13648.1	iSbBS512_1146.SbBS512_E3864	22.1	358	252	11	6	356	4	341	6.32e-13	69.3
WKL13648.1	iSDY_1059.SDY_3607	22.1	358	252	11	6	356	4	341	6.32e-13	69.3
WKL13648.1	iSSON_1240.SSON_3696	22.1	358	252	11	6	356	4	341	6.32e-13	69.3
WKL13648.1	iYL1228.KPN_03822	22.9	345	234	9	20	356	19	339	1.12e-12	68.6
WKL13648.1	iSbBS512_1146.SbBS512_E3862	23.2	357	241	10	9	356	7	339	1.12e-12	68.6
WKL13648.1	iSDY_1059.SDY_3611	23.2	357	241	10	9	356	26	358	1.63e-12	68.2
WKL13648.1	iML1515.b3460	23.2	357	241	10	9	356	7	339	2.00e-12	67.8
WKL13648.1	iSF_1195.SF3478	23.2	357	241	10	9	356	26	358	2.18e-12	67.8
WKL13648.1	iSF_1195.SF3476	21.8	358	253	11	6	356	4	341	2.02e-12	67.8
WKL13648.1	iSSON_1240.SSON_3698	23.2	357	241	10	9	356	26	358	2.18e-12	67.8
WKL13648.1	STM_v1_0.STM3564	21.1	351	254	9	12	357	10	342	4.80e-12	66.6
WKL13648.1	iYL1228.KPN_03820	21.8	357	254	10	6	356	4	341	3.63e-11	63.9
WKL13650.1	iYO844.BSU28560	32.1	532	344	8	10	530	26	551	9.40e-88	280
WKL13650.1	iJN1463.PP_4550	34.6	540	327	12	12	531	28	561	1.50e-86	277
WKL13650.1	STM_v1_0.STM1818	32.1	535	343	11	9	530	24	551	1.29e-83	270
WKL13650.1	iJN1463.PP_4549	32.2	534	343	10	10	530	26	553	4.20e-82	266
WKL13650.1	iML1515.b1805	31.0	535	349	11	9	530	24	551	5.33e-82	265
WKL13650.1	iSbBS512_1146.SbBS512_E2065	31.0	535	349	11	9	530	24	551	5.33e-82	265
WKL13650.1	iSDY_1059.SDY_1709	31.0	535	349	11	9	530	24	551	5.33e-82	265
WKL13650.1	iSF_1195.SF1423	31.0	535	349	11	9	530	46	573	9.10e-82	265
WKL13650.1	iSSON_1240.SSON_1356	31.0	535	349	11	9	530	24	551	5.69e-81	263
WKL13650.1	iCN718.ABAYE_RS18250	32.2	547	340	12	2	529	22	556	7.60e-81	262
WKL13650.1	iYL1228.KPN_02322	31.4	535	347	11	9	530	35	562	5.64e-80	260
WKL13650.1	iYO844.BSU10270	31.8	522	334	9	14	531	7	510	9.95e-80	258
WKL13650.1	iPC815.YPO2074	32.8	537	337	12	9	530	24	551	2.70e-77	253
WKL13651.1	iMM1415.18563	45.2	458	235	9	3	456	39	484	2.05e-99	340
WKL13651.1	iCHOv1.100758970	45.2	458	235	9	3	456	70	515	4.21e-99	340
WKL13651.1	iEK1008.Rv2967c	43.5	469	244	9	1	464	1	453	5.47e-97	333
WKL13651.1	iEK1008.Rv3285	39.6	571	289	10	4	533	14	569	3.59e-100	328
WKL13651.1	iYO844.BSU14860	44.6	462	232	10	3	455	7	453	5.34e-94	325
WKL13651.1	iHN637.CLJU_RS18410	41.7	472	259	9	2	468	5	465	7.02e-94	324
WKL13651.1	iHN637.CLJU_RS20745	41.7	458	248	7	1	455	1	442	2.23e-100	324
WKL13651.1	iMM904.YGL062W	43.3	464	244	9	4	461	21	471	2.40e-92	320
WKL13651.1	iLB1027_lipid.PHATRDRAFT_49339	41.5	460	253	8	2	456	93	541	8.25e-92	320
WKL13651.1	iSynCJ816.SGL_RS13980	43.0	458	246	6	2	458	3	446	1.20e-98	319
WKL13651.1	iMM904.YBR218C	42.5	464	248	9	4	461	22	472	2.16e-91	318
WKL13651.1	iJN1463.PP_5347	43.5	457	239	8	1	455	1	440	3.35e-97	316
WKL13651.1	iYS854.USA300HOU_RS05560	42.2	462	245	10	3	456	5	452	1.82e-90	315
WKL13651.1	iCN718.ABAYE_RS12285	36.6	573	324	11	3	552	4	560	1.09e-92	307
WKL13652.1	iLB1027_lipid.PHATRDRAFT_49601	48.5	396	179	6	4	375	57	451	3.65e-119	353
WKL13655.1	iJN1463.PP_0808	68.8	391	122	0	1	391	1	391	9.43e-192	535
WKL13657.1	STM_v1_0.STM2199	38.1	657	343	20	57	673	31	663	2.11e-126	389
WKL13657.1	iYL1228.KPN_02593	37.8	649	351	15	57	673	12	639	1.65e-125	385
WKL13657.1	iML1515.b2155	38.0	655	346	19	57	673	31	663	1.28e-124	384
WKL13657.1	iSSON_1240.SSON_2211	38.0	655	346	19	57	673	31	663	1.28e-124	384
WKL13658.1	iYO844.BSU03830	27.8	291	196	5	37	322	36	317	3.06e-36	132
WKL13658.1	iCN900.CD630_16500	29.3	266	181	3	38	300	40	301	1.35e-33	125
WKL13663.1	iJN1463.PP_0045	36.0	408	250	1	9	416	20	416	8.22e-60	200
WKL13663.1	iJN1463.PP_2408	35.4	381	246	0	39	419	34	414	5.26e-57	192
WKL13664.1	iJN1463.PP_0044	54.0	341	155	2	102	442	78	416	1.42e-112	337
WKL13664.1	iJN1463.PP_2409	53.9	345	154	2	98	442	65	404	7.07e-110	329
WKL13665.1	iJN1463.PP_0043	71.6	1044	290	3	1	1040	1	1042	0.0	1429
WKL13665.1	iJN1463.PP_2410	72.0	1040	287	2	1	1036	1	1040	0.0	1424
WKL13667.1	iCN718.ABAYE_RS07965	72.5	741	204	0	1	741	1	741	0.0	1160
WKL13668.1	iCN718.ABAYE_RS14065	49.9	403	188	5	39	436	49	442	2.10e-129	380
WKL13668.1	iSDY_1059.SDY_2561	48.9	436	207	7	9	436	15	442	1.66e-125	370
