Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
CP129667.1	50530	51573	1	plus	flagellar motor switch protein FliG	fliG		protein-coding			WKL20256.1	flagellar motor switch protein FliG	347	QYR00_00265
CP129667.1	51699	52781	1	plus	flagellar biosynthesis protein FlhB	flhB		protein-coding			WKL20257.1	flagellar biosynthesis protein FlhB	360	QYR00_00270
CP129667.1	52787	53224	1	plus	hypothetical protein			protein-coding			WKL20258.1	hypothetical protein	145	QYR00_00275
CP129667.1	53531	54823	1	plus	flagellin			protein-coding			WKL20259.1	flagellin	430	QYR00_00280
CP129667.1	55132	55782	1	plus	hypothetical protein			protein-coding			WKL20260.1	hypothetical protein	216	QYR00_00285
CP129667.1	55779	57065	1	plus	MotB family protein			protein-coding			WKL20261.1	MotB family protein	428	QYR00_00290
CP129667.1	57062	58339	1	plus	chemotaxis protein MotC	motC		protein-coding			WKL20262.1	chemotaxis protein MotC	425	QYR00_00295
CP129667.1	58336	59691	1	plus	flagellar hook-length control protein FliK			protein-coding			WKL20263.1	flagellar hook-length control protein FliK	451	QYR00_00300
CP129667.1	59639	60205	1	plus	lytic transglycosylase domain-containing protein			protein-coding			WKL21689.1	lytic transglycosylase domain-containing protein	188	QYR00_00305
CP129667.1	60487	61158	1	plus	response regulator transcription factor			protein-coding			WKL20264.1	response regulator transcription factor	223	QYR00_00310
CP129667.1	61263	62558	1	plus	flagellar hook protein FlgE			protein-coding			WKL20265.1	flagellar hook protein FlgE	431	QYR00_00315
CP129667.1	62581	64059	1	plus	flagellar hook-associated protein FlgK	flgK		protein-coding			WKL20266.1	flagellar hook-associated protein FlgK	492	QYR00_00320
CP129667.1	64063	65166	1	plus	flagellar hook-associated family protein			protein-coding			WKL20267.1	flagellar hook-associated family protein	367	QYR00_00325
CP129667.1	65201	65545	1	plus	flagellar biosynthesis regulator FlaF	flaF		protein-coding			WKL20268.1	flagellar biosynthesis regulator FlaF	114	QYR00_00330
CP129667.1	65542	65991	1	plus	flagellar biosynthesis repressor FlbT	flbT		protein-coding			WKL20269.1	flagellar biosynthesis repressor FlbT	149	QYR00_00335
CP129667.1	65982	66452	1	plus	flagellar hook assembly protein FlgD	flgD		protein-coding			WKL20270.1	flagellar hook assembly protein FlgD	156	QYR00_00340
CP129667.1	66500	66766	1	plus	flagellar biosynthesis protein FliQ	fliQ		protein-coding			WKL20271.1	flagellar biosynthesis protein FliQ	88	QYR00_00345
CP129667.1	66925	69012	1	plus	flagellar biosynthesis protein FlhA	flhA		protein-coding			WKL20272.1	flagellar biosynthesis protein FlhA	695	QYR00_00350
CP129667.1	69009	69764	1	plus	flagellar biosynthetic protein FliR	fliR		protein-coding			WKL20273.1	flagellar biosynthetic protein FliR	251	QYR00_00355
CP129667.1	69780	70199	1	plus	hypothetical protein			protein-coding			WKL20274.1	hypothetical protein	139	QYR00_00360
CP129667.1	70313	70870	1	plus	rod-binding protein			protein-coding			WKL20275.1	rod-binding protein	185	QYR00_00365
CP129667.1	70900	71268	1	plus	hypothetical protein			protein-coding			WKL20276.1	hypothetical protein	122	QYR00_00370
CP129667.1	71268	71810	1	plus	flagellar basal body-associated FliL family protein			protein-coding			WKL20277.1	flagellar basal body-associated FliL family protein	180	QYR00_00375
CP129667.1	72016	72690	1	plus	WecB/TagA/CpsF family glycosyltransferase			protein-coding			WKL20278.1	WecB/TagA/CpsF family glycosyltransferase	224	QYR00_00380
CP129667.1	72805	74592	1	plus	GumC family protein			protein-coding			WKL20279.1	GumC family protein	595	QYR00_00385
CP129667.1	74670	75569	1	plus	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase			protein-coding			WKL20280.1	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	299	QYR00_00390
CP129667.1	75835	76860	1	minus	LacI family DNA-binding transcriptional regulator			protein-coding			WKL20281.1	LacI family DNA-binding transcriptional regulator	341	QYR00_00395
CP129667.1	77136	78497	1	plus	ABC transporter substrate-binding protein			protein-coding			WKL20282.1	ABC transporter substrate-binding protein	453	QYR00_00400
CP129667.1	78603	79616	1	plus	sugar ABC transporter permease			protein-coding			WKL20283.1	sugar ABC transporter permease	337	QYR00_00405
CP129667.1	79618	80778	1	plus	carbohydrate ABC transporter permease			protein-coding			WKL20284.1	carbohydrate ABC transporter permease	386	QYR00_00410
CP129667.1	80816	82471	1	plus	alpha-glucosidase family protein			protein-coding			WKL20285.1	alpha-glucosidase family protein	551	QYR00_00415
CP129667.1	82492	83580	1	plus	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	ugpC		protein-coding			WKL20286.1	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	362	QYR00_00420
CP129667.1	83822	84178	1	plus	hypothetical protein			protein-coding			WKL21690.1	hypothetical protein	118	QYR00_00425
CP129667.1	84320	85684	1	minus	metallophosphoesterase			protein-coding			WKL20287.1	metallophosphoesterase	454	QYR00_00430
CP129667.1	85899	87719	1	minus	phosphogluconate dehydratase	edd		protein-coding			WKL20288.1	phosphogluconate dehydratase	606	QYR00_00435
CP129667.1	87830	88528	1	minus	6-phosphogluconolactonase	pgl		protein-coding			WKL20289.1	6-phosphogluconolactonase	232	QYR00_00440
CP129667.1	88540	90015	1	minus	glucose-6-phosphate dehydrogenase	zwf		protein-coding			WKL20290.1	glucose-6-phosphate dehydrogenase	491	QYR00_00445
CP129667.1	90152	91438	1	minus	FAD-binding oxidoreductase			protein-coding			WKL20291.1	FAD-binding oxidoreductase	428	QYR00_00450
CP129667.1	91451	92887	1	minus	glutamine synthetase family protein			protein-coding			WKL20292.1	glutamine synthetase family protein	478	QYR00_00455
CP129667.1	93011	94195	1	plus	NAD(P)/FAD-dependent oxidoreductase			protein-coding			WKL20293.1	NAD(P)/FAD-dependent oxidoreductase	394	QYR00_00460
CP129667.1	94505	94852	1	minus	hypothetical protein			protein-coding			WKL21691.1	hypothetical protein	115	QYR00_00465
CP129667.1	94936	95808	1	plus	LysR family transcriptional regulator			protein-coding			WKL20294.1	LysR family transcriptional regulator	290	QYR00_00470
CP129667.1	95817	96074	1	minus	hypothetical protein			protein-coding			WKL20295.1	hypothetical protein	85	QYR00_00475
CP129667.1	96159	97448	1	minus	isocitrate lyase	aceA		protein-coding			WKL20296.1	isocitrate lyase	429	QYR00_00480
CP129667.1	97703	99118	1	plus	helix-turn-helix domain-containing protein			protein-coding			WKL20297.1	helix-turn-helix domain-containing protein	471	QYR00_00485
CP129667.1	99271	100368	1	plus	polyamine ABC transporter substrate-binding protein			protein-coding			WKL20298.1	polyamine ABC transporter substrate-binding protein	365	QYR00_00490
CP129667.1	100504	101661	1	plus	ABC transporter ATP-binding protein			protein-coding			WKL20299.1	ABC transporter ATP-binding protein	385	QYR00_00495
CP129667.1	101673	102581	1	plus	ABC transporter permease subunit			protein-coding			WKL20300.1	ABC transporter permease subunit	302	QYR00_00500
CP129667.1	102586	103398	1	plus	ABC transporter permease subunit			protein-coding			WKL20301.1	ABC transporter permease subunit	270	QYR00_00505
CP129667.1	103710	105374	1	minus	iron ABC transporter permease			protein-coding			WKL20302.1	iron ABC transporter permease	554	QYR00_00510
CP129667.1	105453	109271	1	minus	ATP-binding protein			protein-coding			WKL20303.1	ATP-binding protein	1272	QYR00_00515
CP129667.1	109624	109700	1	plus	tRNA-His			tRNA						QYR00_00520
CP129667.1	109919	111550	1	plus	Ppx/GppA phosphatase family protein			protein-coding			WKL20304.1	Ppx/GppA phosphatase family protein	543	QYR00_00525
CP129667.1	111547	112287	1	plus	RlmE family RNA methyltransferase			protein-coding			WKL20305.1	RlmE family RNA methyltransferase	246	QYR00_00530
CP129667.1	112288	113685	1	minus	MDR family MFS transporter			protein-coding			WKL20306.1	MDR family MFS transporter	465	QYR00_00535
CP129667.1	113896	114897	1	plus	MBL fold metallo-hydrolase			protein-coding			WKL21692.1	MBL fold metallo-hydrolase	333	QYR00_00540
CP129667.1	115077	116582	1	plus	IMP dehydrogenase	guaB		protein-coding			WKL20307.1	IMP dehydrogenase	501	QYR00_00545
CP129667.1	116695	117096	1	plus	MAPEG family protein			protein-coding			WKL21693.1	MAPEG family protein	133	QYR00_00550
CP129667.1	117246	118274	1	plus	alcohol dehydrogenase AdhP	adhP		protein-coding			WKL20308.1	alcohol dehydrogenase AdhP	342	QYR00_00555
CP129667.1	118393	119268	1	plus	dienelactone hydrolase family protein			protein-coding			WKL20309.1	dienelactone hydrolase family protein	291	QYR00_00560
CP129667.1	119505	120050	1	minus	molybdenum cofactor biosynthesis protein B	moaB		protein-coding			WKL20310.1	molybdenum cofactor biosynthesis protein B	181	QYR00_00565
CP129667.1	120077	120961	1	minus	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase			protein-coding			WKL20311.1	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	294	QYR00_00570
CP129667.1	120968	122815	1	minus	tetratricopeptide repeat protein			protein-coding			WKL20312.1	tetratricopeptide repeat protein	615	QYR00_00575
CP129667.1	123005	124021	1	minus	polyprenyl synthetase family protein			protein-coding			WKL20313.1	polyprenyl synthetase family protein	338	QYR00_00580
CP129667.1	124133	124363	1	plus	DUF2007 domain-containing protein			protein-coding			WKL20314.1	DUF2007 domain-containing protein	76	QYR00_00585
CP129667.1	124371	125171	1	plus	tRNA1(Val) (adenine(37)-N6)-methyltransferase			protein-coding			WKL21694.1	tRNA1(Val) (adenine(37)-N6)-methyltransferase	266	QYR00_00590
CP129667.1	125258	126127	1	plus	S49 family peptidase			protein-coding			WKL20315.1	S49 family peptidase	289	QYR00_00595
CP129667.1	126148	126342	1	plus	hypothetical protein			protein-coding			WKL20316.1	hypothetical protein	64	QYR00_00600
CP129667.1	126443	127405	1	plus	glycine--tRNA ligase subunit alpha			protein-coding			WKL20317.1	glycine--tRNA ligase subunit alpha	320	QYR00_00605
CP129667.1	127458	127898	1	plus	hypothetical protein			protein-coding			WKL20318.1	hypothetical protein	146	QYR00_00610
CP129667.1	128016	128567	1	plus	LemA family protein			protein-coding			WKL20319.1	LemA family protein	183	QYR00_00615
CP129667.1	128652	129929	1	plus	3-phosphoshikimate 1-carboxyvinyltransferase			protein-coding			WKL20320.1	3-phosphoshikimate 1-carboxyvinyltransferase	425	QYR00_00620
CP129667.1	129951	131888	1	plus	DUF2207 domain-containing protein			protein-coding			WKL20321.1	DUF2207 domain-containing protein	645	QYR00_00625
CP129667.1	132110	134263	1	plus	glycine--tRNA ligase subunit beta	glyS		protein-coding			WKL20322.1	glycine--tRNA ligase subunit beta	717	QYR00_00630
CP129667.1	134492	134983	1	plus	DUF523 domain-containing protein			protein-coding			WKL20323.1	DUF523 domain-containing protein	163	QYR00_00635
CP129667.1	135191	137014	1	minus	methyl-accepting chemotaxis protein			protein-coding			WKL20324.1	methyl-accepting chemotaxis protein	607	QYR00_00640
CP129667.1	137344	137856	1	minus	plant virulence effector HPE1-like domain-containing protein			protein-coding			WKL20325.1	plant virulence effector HPE1-like domain-containing protein	170	QYR00_00645
CP129667.1	138016	139287	1	minus	phosphoribosylamine--glycine ligase	purD		protein-coding			WKL20326.1	phosphoribosylamine--glycine ligase	423	QYR00_00650
CP129667.1	139489	141813	1	plus	Tex family protein			protein-coding			WKL20327.1	Tex family protein	774	QYR00_00655
CP129667.1	141982	143238	1	plus	cyclopropane-fatty-acyl-phospholipid synthase family protein			protein-coding			WKL20328.1	cyclopropane-fatty-acyl-phospholipid synthase family protein	418	QYR00_00660
CP129667.1	143542	144342	1	plus	MipA/OmpV family protein			protein-coding			WKL20329.1	MipA/OmpV family protein	266	QYR00_00665
CP129667.1	144613	145566	1	plus	4-hydroxybenzoate octaprenyltransferase	ubiA		protein-coding			WKL20330.1	4-hydroxybenzoate octaprenyltransferase	317	QYR00_00670
CP129667.1	145645	146211	1	minus	DUF6101 family protein			protein-coding			WKL20331.1	DUF6101 family protein	188	QYR00_00675
CP129667.1	146578	149016	1	plus	DUF1217 domain-containing protein			protein-coding			WKL20332.1	DUF1217 domain-containing protein	812	QYR00_00680
CP129667.1	149200	150150	1	minus	LysR substrate-binding domain-containing protein			protein-coding			WKL20333.1	LysR substrate-binding domain-containing protein	316	QYR00_00685
CP129667.1	150354	150647	1	plus	DUF1127 domain-containing protein			protein-coding			WKL20334.1	DUF1127 domain-containing protein	97	QYR00_00690
CP129667.1	150780	151496	1	minus	transglutaminase-like cysteine peptidase			protein-coding			WKL20335.1	transglutaminase-like cysteine peptidase	238	QYR00_00695
CP129667.1	151828	152727	1	minus	hypothetical protein			protein-coding			WKL20336.1	hypothetical protein	299	QYR00_00700
CP129667.1	153222	154595	1	minus	glutamate--cysteine ligase			protein-coding			WKL20337.1	glutamate--cysteine ligase	457	QYR00_00705
CP129667.1	154769	155506	1	minus	16S rRNA (uracil(1498)-N(3))-methyltransferase			protein-coding			WKL20338.1	16S rRNA (uracil(1498)-N(3))-methyltransferase	245	QYR00_00710
CP129667.1	155527	157032	1	minus	anion permease			protein-coding			WKL20339.1	anion permease	501	QYR00_00715
CP129667.1	157194	157634	1	minus	NUDIX hydrolase			protein-coding			WKL20340.1	NUDIX hydrolase	146	QYR00_00720
CP129667.1	157903	158673	1	minus	HAD family hydrolase			protein-coding			WKL20341.1	HAD family hydrolase	256	QYR00_00725
CP129667.1	158670	160016	1	minus	glycosyltransferase family 1 protein			protein-coding			WKL20342.1	glycosyltransferase family 1 protein	448	QYR00_00730
CP129667.1	160120	160893	1	minus	FadR/GntR family transcriptional regulator			protein-coding			WKL20343.1	FadR/GntR family transcriptional regulator	257	QYR00_00735
CP129667.1	161206	162480	1	plus	DUF3422 family protein			protein-coding			WKL20344.1	DUF3422 family protein	424	QYR00_00740
CP129667.1	162649	163548	1	minus	LysR family transcriptional regulator			protein-coding			WKL20345.1	LysR family transcriptional regulator	299	QYR00_00745
CP129667.1	163661	165094	1	plus	FAD-linked oxidase C-terminal domain-containing protein			protein-coding			WKL20346.1	FAD-linked oxidase C-terminal domain-containing protein	477	QYR00_00750
CP129667.1	165315	166529	1	plus	glycolate oxidase subunit GlcE	glcE		protein-coding			WKL20347.1	glycolate oxidase subunit GlcE	404	QYR00_00755
CP129667.1	166533	167834	1	plus	glycolate oxidase subunit GlcF	glcF		protein-coding			WKL20348.1	glycolate oxidase subunit GlcF	433	QYR00_00760
CP129667.1	168019	168678	1	minus	outer membrane beta-barrel protein			protein-coding			WKL20349.1	outer membrane beta-barrel protein	219	QYR00_00765
CP129667.1	168942	169718	1	minus	L,D-transpeptidase			protein-coding			WKL20350.1	L,D-transpeptidase	258	QYR00_00770
CP129667.1	169956	170585	1	plus	DNA-3-methyladenine glycosylase I			protein-coding			WKL20351.1	DNA-3-methyladenine glycosylase I	209	QYR00_00775
CP129667.1	170582	171025	1	plus	hypothetical protein			protein-coding			WKL20352.1	hypothetical protein	147	QYR00_00780
CP129667.1	171038	172081	1	minus	YeiH family protein			protein-coding			WKL20353.1	YeiH family protein	347	QYR00_00785
CP129667.1	172163	173080	1	plus	LysR substrate-binding domain-containing protein			protein-coding			WKL20354.1	LysR substrate-binding domain-containing protein	305	QYR00_00790
CP129667.1	173282	173656	1	minus	DUF305 domain-containing protein			protein-coding			WKL20355.1	DUF305 domain-containing protein	124	QYR00_00795
CP129667.1	173715	174113	1	minus	hypothetical protein			protein-coding			WKL20356.1	hypothetical protein	132	QYR00_00800
CP129667.1	174155	174919	1	minus	hypothetical protein			protein-coding			WKL20357.1	hypothetical protein	254	QYR00_00805
CP129667.1	174926	175195	1	minus	type II toxin-antitoxin system RelE/ParE family toxin			protein-coding			WKL20358.1	type II toxin-antitoxin system RelE/ParE family toxin	89	QYR00_00810
CP129667.1	175179	175406	1	minus	DUF6290 family protein			protein-coding			WKL20359.1	DUF6290 family protein	75	QYR00_00815
CP129667.1	175563	177086	1	plus	histidine--tRNA ligase	hisS		protein-coding			WKL20360.1	histidine--tRNA ligase	507	QYR00_00820
CP129667.1	177091	177459	1	plus	VOC family protein			protein-coding			WKL20361.1	VOC family protein	122	QYR00_00825
CP129667.1	177476	178600	1	plus	ATP phosphoribosyltransferase regulatory subunit			protein-coding			WKL20362.1	ATP phosphoribosyltransferase regulatory subunit	374	QYR00_00830
CP129667.1	178597	179289	1	plus	ATP phosphoribosyltransferase	hisG		protein-coding			WKL20363.1	ATP phosphoribosyltransferase	230	QYR00_00835
CP129667.1	179354	179800	1	minus	DoxX family protein			protein-coding			WKL20364.1	DoxX family protein	148	QYR00_00840
CP129667.1	179957	180376	1	minus	hypothetical protein			protein-coding			WKL20365.1	hypothetical protein	139	QYR00_00845
CP129667.1	181369	183003	1	minus	chaperonin GroEL	groL		protein-coding			WKL20366.1	chaperonin GroEL	544	QYR00_00850
CP129667.1	183078	183374	1	minus	co-chaperone GroES	groES		protein-coding			WKL20367.1	co-chaperone GroES	98	QYR00_00855
CP129667.1	183829	184677	1	plus	TIGR01459 family HAD-type hydrolase			protein-coding			WKL20368.1	TIGR01459 family HAD-type hydrolase	282	QYR00_00860
CP129667.1	184735	185715	1	plus	bifunctional riboflavin kinase/FAD synthetase			protein-coding			WKL20369.1	bifunctional riboflavin kinase/FAD synthetase	326	QYR00_00865
CP129667.1	185996	188899	1	plus	isoleucine--tRNA ligase	ileS		protein-coding			WKL20370.1	isoleucine--tRNA ligase	967	QYR00_00870
CP129667.1	189042	189680	1	plus	hypothetical protein			protein-coding			WKL20371.1	hypothetical protein	212	QYR00_00875
CP129667.1	189733	190191	1	minus	nucleoside deaminase			protein-coding			WKL20372.1	nucleoside deaminase	152	QYR00_00880
CP129667.1	190263	192245	1	plus	pseudouridine synthase			protein-coding			WKL20373.1	pseudouridine synthase	660	QYR00_00885
CP129667.1	192226	192783	1	plus	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	rsmD		protein-coding			WKL20374.1	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	185	QYR00_00890
CP129667.1	192933	193859	1	plus	patatin-like phospholipase family protein			protein-coding			WKL21695.1	patatin-like phospholipase family protein	308	QYR00_00895
CP129667.1	194069	195895	1	minus	monovalent cation:proton antiporter-2 (CPA2) family protein			protein-coding			WKL20375.1	monovalent cation:proton antiporter-2 (CPA2) family protein	608	QYR00_00900
CP129667.1	196012	197358	1	plus	TldD/PmbA family protein			protein-coding			WKL20376.1	TldD/PmbA family protein	448	QYR00_00905
CP129667.1	197452	198258	1	plus	3'(2'),5'-bisphosphate nucleotidase CysQ			protein-coding			WKL20377.1	3'(2'),5'-bisphosphate nucleotidase CysQ	268	QYR00_00910
CP129667.1	198320	198559	1	plus	DUF4170 domain-containing protein			protein-coding			WKL20378.1	DUF4170 domain-containing protein	79	QYR00_00915
CP129667.1	198776	200098	1	plus	lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	waaA		protein-coding			WKL20379.1	lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	440	QYR00_00920
CP129667.1	200092	200829	1	plus	HAD family hydrolase			protein-coding			WKL20380.1	HAD family hydrolase	245	QYR00_00925
CP129667.1	201142	202188	1	plus	tetraacyldisaccharide 4'-kinase	lpxK		protein-coding			WKL20381.1	tetraacyldisaccharide 4'-kinase	348	QYR00_00930
CP129667.1	202420	202641	1	minus	DUF2093 domain-containing protein			protein-coding			WKL20382.1	DUF2093 domain-containing protein	73	QYR00_00935
CP129667.1	202781	204601	1	minus	DNA mismatch repair endonuclease MutL	mutL		protein-coding			WKL21696.1	DNA mismatch repair endonuclease MutL	606	QYR00_00940
CP129667.1	204968	206629	1	plus	response regulator			protein-coding			WKL20383.1	response regulator	553	QYR00_00945
CP129667.1	206806	208158	1	plus	EAL domain-containing protein			protein-coding			WKL20384.1	EAL domain-containing protein	450	QYR00_00950
CP129667.1	208344	209231	1	minus	SMP-30/gluconolactonase/LRE family protein			protein-coding			WKL20385.1	SMP-30/gluconolactonase/LRE family protein	295	QYR00_00955
CP129667.1	209236	209865	1	minus	2-dehydro-3-deoxy-6-phosphogalactonate aldolase			protein-coding			WKL20386.1	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	209	QYR00_00960
