,Hours,Well,OD600,Carbon source,Supplement,Concentration [mM],Species,Replicate,Experiment
64,21.609722222222224,A1,0.1153,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
65,21.943055555555556,A1,0.1151,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
66,22.27638888888889,A1,0.1152,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
67,22.609722222222224,A1,0.1152,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
68,22.943055555555556,A1,0.1162,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
69,23.27638888888889,A1,0.1166,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
70,23.609722222222224,A1,0.1153,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
71,23.943055555555556,A1,0.1149,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
72,24.27638888888889,A1,0.1156,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
73,24.609722222222224,A1,0.1145,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
74,24.943055555555556,A1,0.1162,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
75,25.27638888888889,A1,0.1147,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
76,25.609722222222224,A1,0.1162,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
77,25.943055555555556,A1,0.1159,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
78,26.27638888888889,A1,0.1146,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
79,26.609722222222224,A1,0.1162,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
80,26.943055555555556,A1,0.1173,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
81,27.27638888888889,A1,0.1164,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
82,27.609722222222224,A1,0.1156,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
83,27.943055555555556,A1,0.1155,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
84,28.27638888888889,A1,0.1149,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
85,28.609722222222224,A1,0.117,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
86,28.943055555555556,A1,0.1175,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
87,29.27638888888889,A1,0.1172,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
88,29.609722222222224,A1,0.1168,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
89,29.943055555555556,A1,0.1168,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
90,30.27638888888889,A1,0.1165,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
91,30.609722222222224,A1,0.1173,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
92,30.943055555555556,A1,0.1163,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
93,31.27638888888889,A1,0.117,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
94,31.609722222222224,A1,0.1173,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
95,31.943055555555556,A1,0.1174,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
96,32.27638888888889,A1,0.1173,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
97,32.609722222222224,A1,0.117,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
98,32.94305555555555,A1,0.1171,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
99,33.27638888888889,A1,0.1171,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
100,33.609722222222224,A1,0.1159,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
101,33.94305555555555,A1,0.1167,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
102,34.27638888888889,A1,0.117,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
103,34.609722222222224,A1,0.1167,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
104,34.94305555555555,A1,0.1161,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
105,35.27638888888889,A1,0.1172,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
106,35.609722222222224,A1,0.1169,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
107,35.94305555555555,A1,0.1157,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
108,36.27638888888889,A1,0.1174,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
109,36.609722222222224,A1,0.1162,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
110,36.94305555555555,A1,0.1168,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
111,37.27638888888889,A1,0.1176,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
112,37.609722222222224,A1,0.1175,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
113,37.94305555555555,A1,0.118,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
114,38.27638888888889,A1,0.1175,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
115,38.609722222222224,A1,0.1171,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
116,38.94305555555555,A1,0.1171,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
117,39.27638888888889,A1,0.1176,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
118,39.609722222222224,A1,0.1171,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
119,39.94305555555555,A1,0.117,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
120,40.27638888888889,A1,0.1167,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
121,40.609722222222224,A1,0.1162,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
122,40.94305555555555,A1,0.1161,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
123,41.27638888888889,A1,0.1157,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
124,41.609722222222224,A1,0.117,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
125,41.94305555555555,A1,0.1159,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
126,42.27638888888889,A1,0.1126,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
127,42.609722222222224,A1,0.1133,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
128,42.94305555555555,A1,0.1139,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
129,43.27638888888889,A1,0.1153,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
130,43.609722222222224,A1,0.1123,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
131,43.94305555555555,A1,0.1133,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
132,44.27638888888889,A1,0.1068,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
133,44.609722222222224,A1,0.1074,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
134,44.94305555555555,A1,0.1116,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
135,45.27638888888889,A1,0.1106,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
136,45.609722222222224,A1,0.1121,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
137,45.94305555555555,A1,0.1129,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
138,46.27638888888889,A1,0.113,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
139,46.609722222222224,A1,0.1129,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
140,46.94305555555555,A1,0.1145,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
141,47.27638888888889,A1,0.1143,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
142,47.609722222222224,A1,0.1152,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
143,47.94305555555555,A1,0.118,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
144,48.27638888888889,A1,0.1178,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
145,48.609722222222224,A1,0.1178,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
146,48.94305555555555,A1,0.1177,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
147,49.27638888888889,A1,0.1178,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
148,49.609722222222224,A1,0.1175,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
149,49.94305555555555,A1,0.1177,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
150,50.27638888888889,A1,0.1173,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
151,50.609722222222224,A1,0.1181,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
152,50.94305555555555,A1,0.1183,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
153,51.27638888888889,A1,0.118,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
154,51.609722222222224,A1,0.1185,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
155,51.94305555555555,A1,0.1183,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
156,52.27638888888889,A1,0.1187,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
157,52.609722222222224,A1,0.1179,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
158,52.94305555555555,A1,0.1183,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
159,53.27638888888889,A1,0.1183,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
160,53.609722222222224,A1,0.1175,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
161,53.94305555555555,A1,0.1166,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
162,54.27638888888889,A1,0.1165,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
163,54.609722222222224,A1,0.1172,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
164,54.94305555555555,A1,0.1168,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
165,55.27638888888889,A1,0.1167,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
166,55.609722222222224,A1,0.1174,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
167,55.94305555555555,A1,0.1155,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
168,56.27638888888889,A1,0.115,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
169,56.609722222222224,A1,0.116,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
170,56.94305555555555,A1,0.1155,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
171,57.27638888888889,A1,0.1165,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
172,57.609722222222224,A1,0.1158,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
173,57.94305555555555,A1,0.1151,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
174,58.27638888888889,A1,0.1147,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
175,58.609722222222224,A1,0.1154,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
176,58.94305555555555,A1,0.1143,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
177,59.27638888888889,A1,0.1173,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
178,59.609722222222224,A1,0.1156,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
179,59.94305555555555,A1,0.1166,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
180,60.27638888888889,A1,0.1149,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
181,60.609722222222224,A1,0.115,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
182,60.94305555555555,A1,0.1151,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
183,61.27638888888889,A1,0.1159,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
184,61.609722222222224,A1,0.1155,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
185,61.94305555555555,A1,0.1159,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
186,62.27638888888889,A1,0.1172,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
187,62.609722222222224,A1,0.1168,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
188,62.94305555555555,A1,0.1161,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
189,63.27638888888889,A1,0.1169,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
190,63.609722222222224,A1,0.1161,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
191,63.94305555555555,A1,0.1167,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
192,64.27638888888889,A1,0.1162,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
193,64.60972222222222,A1,0.1146,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
194,64.94305555555556,A1,0.1162,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
195,65.27638888888889,A1,0.1173,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
196,65.60972222222222,A1,0.1177,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
197,65.94305555555556,A1,0.1167,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
198,66.27638888888889,A1,0.1167,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
199,66.60972222222222,A1,0.1162,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
200,66.94305555555556,A1,0.1166,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
201,67.27638888888889,A1,0.115,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
202,67.60972222222222,A1,0.1149,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
203,67.94305555555556,A1,0.1173,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
204,68.27638888888889,A1,0.1147,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
205,68.60972222222222,A1,0.115,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
206,68.94305555555556,A1,0.1161,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
207,69.27638888888889,A1,0.1177,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
208,69.60972222222222,A1,0.1177,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
209,69.94305555555556,A1,0.1162,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
210,70.27638888888889,A1,0.1161,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
211,70.60972222222222,A1,0.1174,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
212,70.94305555555556,A1,0.1176,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
213,71.27638888888889,A1,0.1156,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
214,71.60972222222222,A1,0.1167,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
215,71.94305555555556,A1,0.1161,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
216,72.27638888888889,A1,0.1159,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
217,72.60972222222222,A1,0.1178,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
218,72.94305555555556,A1,0.1146,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
219,73.27638888888889,A1,0.115,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
220,73.60972222222222,A1,0.117,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
221,73.94305555555556,A1,0.1176,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
222,74.27638888888889,A1,0.1155,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
223,74.60972222222222,A1,0.1177,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
224,74.94305555555556,A1,0.1151,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
225,75.27638888888889,A1,0.1179,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
226,75.60972222222222,A1,0.1165,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
227,75.94305555555556,A1,0.118,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
228,76.27638888888889,A1,0.1151,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
229,76.60972222222222,A1,0.1163,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
230,76.94305555555556,A1,0.1189,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
231,77.27638888888889,A1,0.1167,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
232,77.60972222222222,A1,0.1169,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
233,77.94305555555556,A1,0.1173,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
234,78.27638888888889,A1,0.1161,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
235,78.60972222222222,A1,0.1174,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
236,78.94305555555556,A1,0.1176,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
237,79.27638888888889,A1,0.1174,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
238,79.60972222222222,A1,0.1161,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
239,79.94305555555556,A1,0.1163,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
240,80.27638888888889,A1,0.1169,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
241,80.60972222222222,A1,0.1179,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
242,80.94305555555556,A1,0.1174,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
243,81.27638888888889,A1,0.1165,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
244,81.60972222222222,A1,0.1166,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
245,81.94305555555556,A1,0.1181,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
246,82.27638888888889,A1,0.1189,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
247,82.60972222222222,A1,0.1168,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
248,82.94305555555556,A1,0.116,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
249,83.27638888888889,A1,0.116,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
250,83.60972222222222,A1,0.116,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
251,83.94305555555556,A1,0.1164,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
252,84.27638888888889,A1,0.1173,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
253,84.60972222222222,A1,0.1187,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
254,84.94305555555556,A1,0.1169,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
255,85.27638888888889,A1,0.117,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
256,85.60972222222222,A1,0.1169,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
257,85.94305555555556,A1,0.1163,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
258,86.27638888888889,A1,0.1165,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
259,86.60972222222222,A1,0.1176,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
260,86.94305555555556,A1,0.1189,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
261,87.27638888888889,A1,0.1172,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
262,87.60972222222222,A1,0.116,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
263,87.94305555555556,A1,0.1158,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
264,88.27638888888889,A1,0.1157,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
265,88.60972222222222,A1,0.1159,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
266,88.94305555555556,A1,0.1162,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
267,89.27638888888889,A1,0.1161,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
268,89.60972222222222,A1,0.1166,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
269,89.94305555555556,A1,0.1174,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
270,90.27638888888889,A1,0.119,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
271,90.60972222222222,A1,0.1182,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
272,90.94305555555556,A1,0.1166,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
273,91.27638888888889,A1,0.1162,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
274,91.60972222222222,A1,0.1163,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
275,91.94305555555556,A1,0.1163,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
276,92.27638888888889,A1,0.1171,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
277,92.60972222222222,A1,0.1182,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
278,92.94305555555556,A1,0.1192,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
279,93.27638888888889,A1,0.1174,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
280,93.60972222222222,A1,0.1168,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
281,93.94305555555556,A1,0.1165,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
282,94.27638888888889,A1,0.1166,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
283,94.60972222222222,A1,0.1167,Citrate,,15.0,At,1.0,070524_growth_phenotyping_4species
